CID,SMILES
5292247,CC1=CC2=C(C=C1)N=C(N2)/C(=C/C3=C(NN=C3)C4=CC=C(C=C4)F)/C#N
866294,CCN1C=NC2=C1C=CC(=C2)NCC3=CC=CS3
2814578,CC1=CC(=NC2=C1C(=C(O2)C(=O)NNC(=S)NC)N)C3=CC=CC=C3
19577710,CC1=CC(=C2C=C(C=CC2=N1)OC)N/N=C/C3=CC=CC=C3
2848220,C1=CC(=CC(=C1)Cl)C(=O)NCCCN2C=CN=C2
864613,CN1C(=NN=N1)SCC(=O)C2=C(C=CC(=C2)Cl)OC
2116212,CN1C2=C(C=C(C=N2)C(=O)C3=C(C=CC(=C3)F)O)C(=O)NC1=O
17572747,CC1C(=O)N(/C(=N\N=C\C2=CC=CO2)/S1)CC3=CC=C(C=C3)OC
825695,CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3
5340791,COC1=CC(=CC(=C1OC)OC)/C=N/N2C(=NN=N2)N
4638847,CC1=CC2=C(C(C(=C(O2)N)C(=O)OC)C3=CC=CC=C3OC)C(=O)N1
955960,CS(=O)(=O)N(CCC1=CC=CC=C1)CC(=O)N2CCCC2
3734582,C1CCN(CC1)C(=O)C2CCCN(C2)C(=O)C3=CC(=CC=C3)[N+](=O)[O-]
3136318,CCOC(=O)C(=O)NC1=CC=CC=C1C(=O)OC
843725,CC1=C(SC(=N1)NC(=S)NC(=O)C2=CC=CO2)C(=O)N(C)C
197763,CC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-]
3820836,CN1CC(C(C1)C(=O)C2=CC(=CC=C2)OC)C3=CC=C(C=C3)Cl
6602611,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl
2826337,C1=CC=C2C(=C1)C(C(N(C2=O)CC3=CC=C(C=C3)F)C4=CC=NC=C4)C(=O)O
9209386,CC1=C(C2=CC=CC=C2N1)C(=O)CSC3=NN=C(O3)C4CC4
16009659,COC1=CC=C(C=C1)NC(=O)CN2C3=C(C(=O)N(C2=O)CC4=CC=CC=C4)SC5=CC=CC=C53
2771069,CC1=CC=C(C=C1)C2NCCS2
2923044,COCCCNCCOC1=CC=CC=C1C2=CC=CC=C2.C(=O)(C(=O)O)O
2766025,C1C2=CC=CC=C2C(=O)N1C(CC(=O)O)C3=CC(=CC=C3)O
912978,CN(C)C1=NC(=O)N(C(=N1)N)CCSC(=S)N(C)C
5399040,CCOC(=O)/C(=C\C1=CN=CC=C1)/C#N
5243424,CC1CCCCN1CC(CN2C3=C(CCCC3)C4=C2C=CC(=C4)C)O
16012673,COC1=CC=C(C=C1)OCCCN2C3=CC=CC=C3N=C2C4CC(=O)N(C4)C5=CC=C(C=C5)F
8071870,C1=CC=C(C(=C1)C(=O)NCCC2=CC=C(C=C2)O)NC(=O)C3=CC=CO3
801212,COC1=C(C=CC(=C1)SC)C(=O)NCCC2=CNC3=CC=CC=C32
3462293,COC1=CC=C(C=C1)N2C(=O)C3=C(C=C(C=C3)C(=O)OC)NC2=S
2274827,CC1=CC(=CC=C1)C2=NC3=C(C=NN3C4=CC=CC=C4)C(=O)N2C5=CC=C(C=C5)Cl
4768760,CCC(C1=CC=C(C=C1)C)NS(=O)(=O)C2=CC=CS2
4892532,CN1C2=C(C(=O)NC1=O)N3CCN(C3=N2)CC4=CC=CC=C4
16034527,CC1CC2=C(N1C(=O)C)C=CC(=C2)S(=O)(=O)NCC3=CC=C(C=C3)Cl
6471080,CC1=CC(=CC=C1)CC(=O)NCC2CCCCC2
2360312,C1OC2=C(O1)C=C(C=C2)CNC(=O)CSC3=NC=CC(=O)N3
3122052,CC1CCCN(C1)C2=NC3=NON=C3N=C2NC4=CC=CC=C4F
2210446,COC1=CC=C(C=C1)CCC(=O)NNC(=S)NCC2=CC=C(C=C2)F
9623642,C/C(=N\NC1=NC2=CC=CC=C2N3C1=NN=C3)/C4=CC(=C(C=C4)OC)OC
2185606,CC1=CC(=C(C=C1)C(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)Cl
2740105,C1CCN(C1)C2=NSC(=C2C#N)C3=CC=CC=C3
6500437,COC1=C(C=C(C=C1)Cl)S(=O)(=O)NC2=NC=NN2
2673481,COC1=CC=CC(=C1)CC(=O)NC2=CC3=C(CCC3)C=C2
135497759,CC1=C(C=CC(=C1)Br)N=C2C3=CC=CC=C3NC2=O
916016,C1CC[C@H]2[C@@H](C1)C2C(=O)NNC(=S)NC3=CC=C(C=C3)F
628838,CCOC1=CC(=CC(=C1O)N=NC2=CC(=CC=C2)[N+](=O)[O-])C=O
2821832,CN1C(=NNC1=S)CC2=NN(C(=O)C3=CC=CC=C32)C
20912624,COCCNC1=C2C(=NC=N1)N3CCCCC3=N2
684401,C1CC(=O)N(C1=O)CC(=O)N(C2=CC=CC=C2)C3=CC=CC=C3
3669736,COC1=CC=CC(=C1)N2C=CN=C2SCC(=O)NC3=CC=CC=C3F
893886,CC1=CC=CC=C1NC(=O)CN2C3=CC=CC=C3OC2=O
2811346,CC1=C(C=CC(=C1)Cl)NNC(=O)C2=CC=CS2
18269413,CC1=CC=C(C=C1)N(CC2=CC=CC=C2)C(=O)CC3=CC=CC=C3OC
3939214,C1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl
764701,C1COCCN1C2=NC3=CC=CC=C3C(=C2)C#N
876437,C1=CC=C(C=C1)CC(=O)NC(=S)NC2=CC=C(C=C2)OC(F)F
16012800,CCCN(CCC)CC(CN1C=C(C2=CC=CC=C21)/C=C/C(=O)C3=CC=C(C=C3)OCC)O
7162117,C1=CC=NC(=C1)CN2C=NC3=C(C2=O)N=NN3C4=CC(=CC=C4)F
16001700,C1=CC(=CC(=C1)F)NC2=C(C=C(C=C2)C(=O)O)[N+](=O)[O-]
9594956,CC1=C2C(=CC=C1)C(=CC(=N2)C)N/N=C/C3=CC=C(C=C3)OC
5892290,C1CCCCCC(CCCCC1)NC(=O)/C=C/C(=O)O
